@relation GesturePredictions

@attribute labels {a,b,c,d,e,f,g,h,i,j,k,l}
@attribute zeroFingerFramesRatio numeric
@attribute oneFingerFramesRatio numeric
@attribute twoFingerFramesRatio numeric
@attribute threeFingerFramesRatio numeric
@attribute fourFingerFramesRatio numeric
@attribute fiveFingerFramesRatio numeric
@attribute rightFramesRatio numeric
@attribute leftFramesRatio numeric
@attribute upFramesRatio numeric
@attribute downFramesRatio numeric
@attribute forwardFramesRatio numeric
@attribute backwardFramesRatio numeric
@attribute avgGripStrength numeric
@attribute avgPinchStrength numeric
@attribute averageTipDistanceRatio numeric
@attribute avgPitch numeric
@attribute avgYaw numeric
@attribute avgRoll numeric
@attribute avgXPalmVelocity numeric
@attribute avgYPalmVelocity numeric
@attribute avgZPalmVelocity numeric
@attribute avgScaleFactor numeric
@attribute avgSphereRadius numeric

@data
d,1278,8721,0,0,0,0,2030,1879,451,300,10526,10526,855,9097,3917302,4703,1598,-2607,-34054,-564801,342,9898,408494
d,955,9044,0,0,0,0,2205,1102,367,147,16911,13235,1002,9952,3735936,4516,-6386,2545,140498,-172017,-258079,9879,398563
d,1854,8145,0,0,0,0,2649,1788,66,264,11920,11258,2173,9246,3488823,5081,477,-4573,-444654,-287904,-447304,9882,393319
d,381,9618,0,0,0,0,1679,1297,458,229,9923,10687,554,9979,3861875,4079,400,-4571,-48147,-433172,-117583,9897,415166
d,279,9720,0,0,0,0,1818,2027,209,139,9090,9090,891,9341,3807008,4939,307,-3584,1096,-328251,-29074,9914,402274
d,367,9632,0,0,0,0,2058,1691,367,441,9558,11029,393,9950,4102677,3030,-315,-4822,46924,-295513,17252,9898,408304
d,2348,7651,0,0,0,0,1610,1812,201,0,11409,9395,1911,9259,3602347,4849,1249,-4110,-39831,-237344,-7500,9902,391359
d,2196,7803,0,0,0,0,1893,1287,0,0,8333,2272,2125,8688,3598769,3501,119,-4088,94870,-289686,-109303,9878,413675
d,2556,7443,0,0,0,0,1729,1428,150,75,9022,6766,2226,9307,3446134,4209,1303,-3653,-188975,-304800,-264322,9885,386068
d,3714,6285,0,0,0,0,1571,1714,285,71,17142,12142,3614,9016,3211044,6175,2067,-5180,-53680,-331361,26545,9888,384399
d,2727,7272,0,0,0,0,1742,1439,151,0,11363,12878,1822,8908,3469871,5860,1709,-5596,-10504,-359613,-200503,9890,392264
d,2520,7479,0,0,0,0,2357,1707,487,0,17886,22764,1761,8461,3423897,5148,-7119,2299,-191012,-479868,18987,9867,391451
d,729,8905,364,0,0,0,1897,1678,72,72,13138,11678,880,9354,3788973,5163,813,-4540,112667,-266339,-106311,9854,404706
d,1428,8571,0,0,0,0,1746,1269,476,238,12698,15873,1311,9394,3450404,4560,-6809,2993,-16655,-560083,-65123,9866,406905
d,2170,7829,0,0,0,0,1085,1240,310,0,12403,13953,3524,9792,3372850,4883,-7278,2995,-8939,-629235,-136779,9879,382876
d,2031,7968,0,0,0,0,2187,1328,156,390,9375,7031,2437,9325,3746516,3786,491,-2851,-36435,-456073,58517,9892,400965
d,1416,8583,0,0,0,0,2083,1583,416,416,15000,18333,2292,9981,3976121,4222,-429,-4192,-244901,-678287,43874,9876,397691
d,1176,8823,0,0,0,0,1932,1008,252,420,9243,10084,1604,9831,3536196,5206,223,-3631,-272953,-458121,19862,9858,403253
d,1428,8571,0,0,0,0,1848,1176,336,84,9243,10924,1802,9276,3600332,4981,104,-3816,-3327,-722042,-75388,9879,401790
d,890,9109,0,0,0,0,616,684,136,68,12328,8904,1284,9523,3442090,5767,-7949,2540,-148099,-549637,-321462,9881,404995
d,1323,8676,0,0,0,0,1397,1176,73,73,6617,13970,1641,9204,3523590,5906,843,-3641,-124742,-505460,55646,9864,392733
d,381,9618,0,0,0,0,1297,610,229,152,8396,9923,612,10000,3741433,4717,-192,-4464,-157823,-596755,-60545,9885,410142
d,1129,8870,0,0,0,0,1774,1290,0,0,12096,14516,1517,9191,3619681,5733,1069,-4145,11075,-666303,-130408,9888,395719
d,406,9593,0,0,0,0,1869,1300,81,0,8130,8130,1153,9349,3729057,5420,880,-3310,-92906,-295824,-245737,9865,397012
d,983,9016,0,0,0,0,1475,1393,409,163,19672,16393,1342,9990,3402715,5302,-6704,3524,-214316,-437937,-91642,9864,386045
d,1794,8205,0,0,0,0,1452,2136,427,85,21367,21367,2946,9476,3097366,6104,-7611,2936,-433936,-593168,-337363,9857,379782
d,1230,8769,0,0,0,0,2000,1615,384,153,7692,6923,1295,9208,3838323,4665,860,-3946,3080,-303535,-78493,9886,412631
e,781,9218,0,0,0,0,1171,1015,78,0,3125,6250,746,8854,3794752,4436,1709,-3163,27193,-3010,80453,9857,402931
e,209,9650,139,0,0,0,979,979,209,69,2797,4195,271,7820,4054647,4299,2395,-3229,89170,-65978,243877,9888,419482
e,492,9507,0,0,0,0,1126,704,0,140,2816,5633,569,9441,3868271,4233,2498,-3966,23582,-42024,257758,9894,405761
e,397,9602,0,0,0,0,1655,993,0,0,3973,5960,844,9716,3798629,5173,2613,-3991,-179777,-137638,129584,9899,404541
e,479,9520,0,0,0,0,1575,684,205,68,8219,7534,873,9076,3857194,4836,-3635,2680,-205393,-103894,182047,9928,403550
e,493,9506,0,0,0,0,987,864,61,61,4938,5555,1347,9958,3673083,4926,2209,-4215,-184879,-163182,98418,9890,399769
e,423,9576,0,0,0,0,793,634,52,0,1587,6349,538,9764,3917834,3779,3034,-3293,68342,-68990,189598,9912,397492
e,989,9010,0,0,0,0,1043,824,0,0,3296,6043,1024,9840,3782543,4802,2595,-3505,37853,-47906,281177,9898,400779
e,909,8977,113,0,0,0,1306,852,56,56,6250,7386,1605,8631,3534841,5181,-4961,2200,-62808,-20248,296908,9887,380273
e,815,9184,0,0,0,0,978,597,163,0,543,9239,954,9879,3842214,5638,3265,-3384,-85491,82410,240650,9905,399650
e,480,9519,0,0,0,0,528,625,144,48,480,4326,1132,9805,3957402,4059,1964,-5165,-170154,-35913,126354,9920,397268
e,558,9441,0,0,0,0,335,502,55,0,2793,7262,969,9286,3701329,4981,-4569,3282,-209225,-114812,162035,9903,397677
e,462,8670,751,115,0,0,462,578,57,57,1734,5202,607,9255,3744868,6045,-2775,2042,65061,-147966,193309,9896,417960
e,937,9062,0,0,0,0,677,833,52,52,2604,3645,1262,9601,3747394,4484,1992,-3280,-38207,-33792,148743,9909,391946
e,939,8674,386,0,0,0,552,773,55,110,1104,4972,1129,9378,3649460,5227,2720,-4123,-49349,-152985,231912,9901,403205
e,858,8787,353,0,0,0,757,707,0,50,2020,5050,1477,8637,3561614,5357,2530,-4240,-60345,-211485,134455,9921,407524
e,581,9418,0,0,0,0,988,697,58,0,1162,3488,529,8858,3848442,4205,750,-2792,-38803,-70568,-27620,9912,406242
e,670,9329,0,0,0,0,975,1036,60,0,3048,6707,890,8536,3804138,5105,1937,-3144,-42041,-350268,35428,9895,404483
e,1052,8011,935,0,0,0,1286,877,58,58,6432,7017,1144,9359,3559877,4721,2601,-4369,-474665,-305625,79329,9903,415637
e,718,9281,0,0,0,0,1437,1176,65,0,3921,6535,1475,9169,3755519,4505,1736,-3075,-379282,-243472,124783,9901,399574
e,1111,8888,0,0,0,0,1319,1250,0,0,7638,9027,1418,9474,3885553,6321,-2399,1179,-303809,-163594,-16061,9896,408271
e,760,9239,0,0,0,0,409,877,58,58,4093,6432,4034,9951,2858036,7076,1230,-5016,-93005,25730,204280,9913,406434
e,1393,8424,181,0,0,0,1454,787,0,121,4242,4848,1424,9048,3467426,3991,2049,-3024,-155268,-11526,345844,9877,407160
e,333,9666,0,0,0,0,388,833,55,0,1111,5555,610,9956,3731217,5394,2597,-4094,-137837,31869,201199,9914,399919
e,980,8823,196,0,0,0,1437,1045,130,0,3267,6535,1233,9664,3452182,6085,3767,-4862,-13959,-338329,254054,9880,402934
e,540,9459,0,0,0,0,702,594,0,0,1081,2702,845,9793,3760323,4715,2483,-3386,36806,-85908,308306,9917,405782
e,801,9198,0,0,0,0,1037,518,141,0,943,6603,702,9101,3915605,4287,2629,-3326,-77402,-136577,103477,9926,400689
e,904,9095,0,0,0,0,1256,703,100,50,4522,6030,1067,9399,3821250,4861,3131,-4039,-248111,-254381,-38301,9912,393143
e,322,9677,0,0,0,0,460,552,46,46,0,4147,588,8971,3899174,5464,2347,-3598,-3433,-110088,-32230,9934,412097
e,299,9700,0,0,0,0,1197,658,59,0,0,2395,384,9719,4025382,4441,2706,-2826,219920,3792,195765,9895,403313
e,254,9745,0,0,0,0,1019,764,127,0,2547,5095,471,9858,3998635,4011,3409,-3144,206137,-181783,170853,9895,409323
e,1022,8977,0,0,0,0,1477,909,56,56,2840,10795,1097,9486,3752117,4650,3744,-3953,30577,-288424,52176,9895,406025
e,236,9763,0,0,0,0,1124,946,177,0,2366,4142,633,9641,3825597,4050,2868,-3316,8948,-91504,158321,9910,412295
e,805,9194,0,0,0,0,1677,1006,67,0,4026,5369,1418,9035,3671285,4524,2358,-3812,-188279,-85419,160805,9882,404101
e,671,9328,0,0,0,0,1073,939,67,0,3355,4697,928,9425,3758680,4347,2325,-4134,-335078,-142978,289456,9903,408776
e,1578,8421,0,0,0,0,1461,994,0,175,1169,7602,1839,9025,3643296,4261,1950,-3736,-187615,-117565,242544,9907,401042
e,1129,8813,56,0,0,0,1186,903,112,0,10169,6214,2414,8883,3264301,5088,-5567,2393,80001,145800,245414,9940,383657
e,493,9506,0,0,0,0,1234,1111,185,61,2469,3086,1249,9075,3693682,3814,2025,-3889,61094,-61884,198130,9919,401265
e,200,9800,0,0,0,0,866,800,66,66,4666,3333,603,9177,3918281,4059,2283,-3480,170389,-85963,213155,9894,411749
e,687,9312,0,0,0,0,1375,1125,250,125,6250,7500,1174,9403,3761542,3739,2450,-4465,-29993,-241664,200128,9891,400861
e,331,9668,0,0,0,0,1721,728,0,0,1986,4635,886,9623,3889668,4777,2420,-4474,-149209,-78621,152933,9886,408718
e,1321,8678,0,0,0,0,1494,747,0,0,1149,7471,1233,9845,3701605,4725,3292,-4570,-181461,-119441,247672,9893,396847
e,621,9378,0,0,0,0,1180,1180,62,124,1242,4347,742,9842,3999486,4000,3016,-4653,152114,-76937,290782,9900,411211
e,649,9350,0,0,0,0,1493,1038,64,129,5844,5844,689,9405,3812856,3735,3290,-3647,-5341,-129160,92734,9893,406113
e,1186,8813,0,0,0,0,1073,1581,56,169,7909,8474,1301,8940,3621066,4641,1690,-3507,-68061,-314642,-56281,9944,399671
e,2054,7945,0,0,0,0,1621,1459,216,162,4324,6486,1808,9124,3483053,3283,1747,-5102,-319592,-271498,-19444,9913,391150
e,1902,8097,0,0,0,0,2010,1250,108,108,3804,11413,2194,8784,3499061,4672,3332,-6122,-393225,-166570,-95192,9914,383035
e,1428,8571,0,0,0,0,1142,1028,171,171,4571,5714,1644,9441,3545414,4513,1891,-3107,-63828,-157221,77637,9904,393478
e,357,9642,0,0,0,0,1714,785,71,0,5714,9285,524,8173,3949698,4839,3960,-5333,128067,-262284,137816,9883,413808
e,0,10000,0,0,0,0,838,1017,59,239,5988,1796,491,9162,3827510,4585,1946,-3223,24954,4263,153778,9924,410348
f,1435,8564,0,0,0,0,1961,1913,0,239,6698,16746,3101,7971,3352556,8380,-6162,-1148,91186,-514838,266941,9961,377644
f,941,9058,0,0,0,0,1031,1345,0,44,4932,8071,1338,8360,3689334,5475,2424,-5842,-97200,-247645,103511,9920,401394
f,407,9592,0,0,0,0,1447,1266,90,0,3619,4977,1496,7896,3878775,5378,3094,-6056,-146978,-181583,25803,9931,402013
f,1032,8967,0,0,0,0,1549,1267,46,0,5633,9859,1232,8463,3762553,5615,4066,-6612,-167836,-457799,230861,9927,406702
f,677,9322,0,0,0,0,1562,1406,104,0,5208,8333,1420,8104,3691305,4903,2483,-4980,-145375,-262237,39987,9921,403790
f,2107,7892,0,0,0,0,1111,1111,38,38,2298,3448,2524,8483,3525755,5339,1695,-5563,-171447,-97537,-57286,9944,402844
f,716,9283,0,0,0,0,1218,1362,35,0,3225,3942,1536,7542,3728566,5427,2633,-5522,-101315,-221389,153514,9955,402676
f,929,9070,0,0,0,0,1194,1460,44,88,4867,11504,1900,8907,3663591,5400,1736,-6304,-141358,-474582,88397,9954,410019
f,1500,8500,0,0,0,0,1772,1227,0,45,2727,5454,2066,8365,3402092,4627,2272,-4871,-2400,-557183,174193,9947,402124
f,1158,8669,171,0,0,0,1630,1158,42,0,858,4291,1187,6703,3791296,3964,2101,-4947,-105782,-322192,263325,9929,416632
f,871,9128,0,0,0,0,1327,1286,0,0,2489,6224,1264,6513,3785280,3903,2016,-4759,-76003,-499042,267600,9935,412138
f,743,9256,0,0,0,0,1198,1157,0,41,4958,3719,1066,7087,3661640,4763,2977,-5401,-44625,-55349,25696,9957,409671
f,1184,8815,0,0,0,0,1798,1666,43,43,5263,6140,1146,7455,3908730,4737,1824,-5395,-31086,-318648,243472,9919,409042
f,669,8851,478,0,0,0,1387,1674,47,47,4306,8133,800,8036,3915194,2639,1973,-5092,-194946,-126439,-125935,9922,407246
f,1604,8395,0,0,0,0,1728,1234,0,0,4526,5761,1672,8855,3563699,3875,2505,-5136,79851,-49256,722669,9930,396067
f,641,9358,0,0,0,0,1495,1923,85,0,5128,8547,1521,8851,3473192,4034,861,-4823,-52052,-183439,226511,9931,409592
f,707,8443,849,0,0,0,1792,1650,47,47,3773,3773,1060,4914,4137149,4127,1758,-5793,8217,-187716,263498,9939,441933
f,822,9177,0,0,0,0,2025,2025,0,63,10759,14556,2472,9167,3317180,6733,-4736,-919,-2056,129950,230789,9892,391185
f,800,9200,0,0,0,0,1550,1700,150,0,4000,4500,851,7979,3680678,4154,973,-3601,-129387,-321068,164185,9924,415042
f,964,9035,0,0,0,0,1472,1624,50,50,5583,4568,1852,7952,3414542,5197,1502,-4846,-174506,-200815,175113,9922,400365
f,779,9220,0,0,0,0,1559,1330,45,45,3211,6422,893,8651,3674368,4829,1830,-4681,-129982,-113771,150151,9934,407433
f,883,8744,372,0,0,0,1395,1162,0,139,5116,4186,1494,8715,3522185,4799,2313,-5665,-164323,-240398,144126,9915,402040
f,1233,8766,0,0,0,0,1233,1321,0,0,2202,11013,1448,9631,3568177,6581,-5171,1241,-35638,-289010,341170,9923,390203
f,604,9395,0,0,0,0,1116,883,0,0,1395,5116,1639,8937,3535053,5179,1534,-5231,-151624,-40399,-130866,9937,407519
f,922,8932,145,0,0,0,1407,1359,0,0,2427,10679,4498,9649,3177660,9129,-4694,-3386,-54837,147343,409974,9926,405923
f,800,9200,0,0,0,0,933,1288,44,44,888,6222,1956,7038,3431829,5813,1563,-5450,-23872,-1885,-72874,9930,399172
f,1309,8650,39,0,0,0,1269,912,0,0,1190,8333,1435,5470,3496008,6336,2401,-6191,-5618,-288334,321888,9926,406973
f,704,7699,1596,0,0,0,1737,1643,93,0,3755,7042,997,4015,3643923,5252,2462,-5987,-91377,-426015,275777,9910,424309
f,0,9634,365,0,0,0,1260,894,40,0,4065,4065,999,3385,3833718,4689,1964,-4948,-12837,-3605,331768,9928,445382
f,334,9665,0,0,0,0,909,813,47,0,2870,2870,451,9182,3684759,5209,1795,-4659,-20413,47999,-195106,9936,413106
f,314,9685,0,0,0,0,629,433,118,0,787,2362,2111,3199,3602704,6241,2477,-5768,-78565,-117314,87182,9953,413167
f,988,9011,0,0,0,0,790,1106,0,0,1581,5928,1461,7019,3449340,5925,1474,-5414,-277923,-115395,161218,9935,403061
f,1193,8806,0,0,0,0,1563,1481,82,41,6584,4115,1295,9742,3504650,5344,1012,-6412,-365855,-169978,-52294,9929,395993
f,634,8690,674,0,0,0,357,1230,0,0,4365,2777,3810,3891,3148372,5664,2494,-4155,-36854,-103670,452787,9945,403784
f,837,9162,0,0,0,0,925,1013,44,0,2643,4405,966,9343,3537953,5387,1500,-3833,40261,143690,250852,9917,403694
f,689,9310,0,0,0,0,766,881,38,38,4980,4214,1469,9783,3442621,6137,-6053,604,-60445,46089,-18780,9936,400719
f,622,9377,0,0,0,0,1050,622,0,0,389,5836,1011,9899,3589174,5086,1738,-3136,-90310,23449,84312,9940,398914
f,854,8693,452,0,0,0,1407,804,50,0,3015,4522,1053,8044,3703515,5430,2668,-3529,-157483,13130,12495,9904,410845
f,641,9358,0,0,0,0,1282,1324,0,0,1709,2991,867,8790,3606181,5058,1950,-4700,-14185,-34795,171298,9928,414209
f,912,9087,0,0,0,0,1286,995,0,0,2489,2074,1616,8729,3643750,4851,1763,-4412,-124565,-246845,190553,9929,399596
f,902,9097,0,0,0,0,1588,1263,36,0,2527,5415,1014,9044,3844802,4459,2315,-3660,-52111,-262077,130244,9933,406811
f,1725,8274,0,0,0,0,1333,1137,0,39,1960,7843,2945,9581,3107625,6456,2499,-4577,-146064,-434295,86824,9936,390078
f,1274,8725,0,0,0,0,810,1274,38,77,3474,11583,2439,9519,3521831,6121,-6083,1829,-101898,-213428,-88607,9931,383382
f,566,9433,0,0,0,0,1245,1283,0,37,3396,5660,3207,8036,3352933,6712,2121,-6052,-155791,-137064,-55659,9945,397974
f,1541,8458,0,0,0,0,1264,1027,0,79,5138,5138,1484,7721,3512831,4793,2182,-3648,-254326,-335228,278844,9930,404140
f,1544,8455,0,0,0,0,1463,1056,0,0,2439,6097,1580,9586,3578302,4714,1706,-2860,-134828,-475596,256304,9947,399923
f,2076,7923,0,0,0,0,1076,1653,0,76,5000,7307,3051,9549,3364598,6324,1542,-3546,-181765,-341894,4295,9936,389200
f,1265,8734,0,0,0,0,1020,1714,0,0,4081,8163,1814,9878,3526090,5879,-6154,2774,-212050,-383264,31328,9928,388686
f,954,8838,207,0,0,0,1286,1327,0,0,3734,1659,1678,7095,3514336,5388,1035,-3424,-228190,-197061,-137891,9920,403409
f,694,9305,0,0,0,0,2546,1111,0,0,3703,9259,1253,8942,3772859,5429,2472,-4372,39948,-463290,105796,9917,393667
a,1171,8828,0,0,0,0,1351,450,90,0,1801,9909,1444,8078,3722102,5993,2980,-3031,-323235,-267555,322764,9857,401188
a,1327,8672,0,0,0,0,1504,1061,0,88,4424,9734,1281,8887,3768306,5042,2603,-4913,-327029,-316823,297023,9857,397191
a,593,9406,0,0,0,0,508,1101,0,254,1694,1694,658,9201,4002035,3511,1940,-3254,52358,-86818,-36383,9879,398707
a,636,9363,0,0,0,0,1090,727,181,0,0,6363,595,8698,4162742,3463,1816,-2610,103293,194527,-23254,9860,410072
a,687,9312,0,0,0,0,1068,763,0,76,0,1526,779,6591,3827747,3493,2582,-3186,151452,14767,100395,9883,410085
g,5070,704,281,3943,0,0,985,845,140,0,2816,14084,3670,4814,3141697,5923,-2581,-5992,-200390,-376078,321925,9731,468589
g,2207,2727,0,5064,0,0,1168,1428,259,259,3896,5194,2827,2504,3518917,3932,-1074,-4679,-336141,-176498,115134,9799,482993
g,3255,2093,4651,0,0,0,697,2558,465,232,6976,13953,5112,3824,3384924,4228,-374,-4577,-467335,-241069,429362,9677,431235
g,1451,3225,5322,0,0,0,483,1290,161,161,3225,8064,4289,3800,3472161,3955,-874,-4035,-366087,-90120,173033,9751,444724
g,3898,2033,4067,0,0,0,0,1525,0,169,0,3389,3751,4586,3230485,1791,-1652,-4366,-390129,-184445,1020472,9762,428589
g,4050,5949,0,0,0,0,379,886,0,253,2531,3797,8594,4995,2800893,2566,-1236,-5013,-357625,-374181,-86597,9866,419548
g,3000,3285,3714,0,0,0,428,571,0,428,7142,1428,8172,4573,3398274,2873,-1635,-5047,-149562,-175098,-215117,9840,446440
g,2241,1724,6034,0,0,0,689,1034,172,172,1724,6896,5379,2765,3456758,1911,-1941,-4681,-260484,-33739,303597,9757,434220
g,3181,4090,2727,0,0,0,454,757,151,0,4545,0,5393,5132,2956367,2130,-1946,-4887,-114124,-209922,647261,9851,426185
g,3225,2903,3870,0,0,0,161,322,0,161,0,1612,7232,4448,2885228,1987,-2139,-5789,22782,-377057,805912,9810,415113
g,2702,2162,5135,0,0,0,135,1081,0,270,0,6756,7804,3037,3322325,1796,-1970,-5866,-21863,-201605,459262,9852,421945
g,2343,4062,3593,0,0,0,156,625,0,468,0,1562,8970,3836,3078593,1361,-2189,-6191,-35446,-127655,952501,9830,408633
g,1617,3088,5294,0,0,0,882,1323,0,588,1470,7352,7930,2362,3428938,2094,-1293,-6982,74219,-128096,452571,9850,418800
g,2800,3400,3800,0,0,0,1400,3200,600,0,4000,22000,8172,3758,3353258,4071,-4254,-7174,-433914,-647925,1030301,9671,412306
g,4264,5588,147,0,0,0,588,1176,0,147,0,1470,10000,5005,2792711,2060,-1653,-5759,-75790,-405791,608915,9819,407127
g,2058,2500,5441,0,0,0,441,882,0,294,0,4411,5218,1838,3476986,3192,-1790,-4396,194609,-339931,-212210,9835,434418
g,3103,6896,0,0,0,0,229,689,0,344,2298,5747,9229,3852,3023771,2359,-2338,-5137,-33486,-393307,218568,9904,487939
g,2089,4477,3432,0,0,0,0,447,0,0,0,1492,7976,2774,3252965,2301,-1489,-5598,-98925,-219869,1114437,9821,424009
g,2222,5238,2539,0,0,0,317,634,158,317,1587,3174,8268,3173,3140952,2196,-2383,-5951,-240828,-122654,74569,9803,415157
g,2419,7580,0,0,0,0,0,967,0,161,0,11290,9755,3642,3018443,1230,-1914,-6294,81295,-86127,883263,9836,406782
g,3086,6913,0,0,0,0,617,617,0,370,6172,4938,8505,5078,2728964,3028,-2502,-6573,108394,-282284,-152219,9910,413921
g,3278,4098,2622,0,0,0,163,819,0,491,0,3278,8596,2758,3268968,2406,-1113,-6000,60485,-216015,69771,9829,426218
g,2985,5820,1194,0,0,0,0,597,0,149,0,0,9101,4548,2915112,1625,-2300,-5764,-1171,-246817,683972,9838,406879
g,2459,5245,2295,0,0,0,491,983,0,163,0,4918,9161,2677,3262461,2119,-1771,-6087,52144,-229742,47087,9827,417880
g,4081,2448,3469,0,0,0,204,1632,0,408,0,8163,9160,3860,3076639,747,-2553,-6077,-44491,-302628,949148,9786,412062
g,3387,6612,0,0,0,0,483,967,161,322,4838,9677,9768,4220,2827476,1898,-2416,-6044,-208758,-238399,580804,9859,422954
g,1960,5098,2941,0,0,0,980,784,0,196,3921,5882,8539,3460,3067955,2027,-2138,-6449,-108032,-53971,442496,9764,415806
g,1969,7272,757,0,0,0,1212,1060,0,151,3030,10606,9950,2049,3376939,1444,-1653,-5804,-183701,-103286,1004175,9838,421377
g,2413,5000,2586,0,0,0,517,1724,0,344,0,13793,9673,3084,3306361,699,-1812,-6417,-234188,32443,1030680,9816,422700
g,2037,3518,4444,0,0,0,1481,370,370,0,0,7407,7788,2658,3373350,3653,-418,-6474,-204411,-328862,293115,9743,436254
g,3636,5714,649,0,0,0,649,389,129,129,1298,1298,10000,4174,2834166,3030,-1004,-5204,58993,79246,526151,9845,410986
g,2282,7717,0,0,0,0,543,434,0,217,3260,0,9223,4181,2889516,2970,-1605,-6037,20437,-185224,256815,9878,457900
g,2238,5820,1940,0,0,0,298,895,0,298,1492,1492,9827,2972,3157910,2247,-582,-6792,42043,-236952,1097483,9827,417769
g,1044,7761,1194,0,0,0,1194,1194,0,447,0,5970,9939,2166,3201323,2455,-1337,-5493,23650,-9365,1117930,9844,438938
g,1805,3333,4861,0,0,0,416,416,0,138,0,0,7271,2040,3540418,2301,-1002,-6168,47890,-25705,450199,9849,436459
g,2083,7222,694,0,0,0,0,833,0,0,0,0,9771,4175,2914873,1989,-1130,-5956,147464,-303082,1128035,9841,419646
g,3428,5000,1571,0,0,0,571,428,142,0,1428,1428,10000,3722,3019452,2375,783,-6178,-114570,-416041,1091763,9847,420707
g,2098,7901,0,0,0,0,617,370,123,123,2469,0,8645,4879,3064278,1082,-2531,-6101,-147658,-155875,74283,9901,431873
g,2156,4313,3529,0,0,0,1960,0,0,0,0,0,8732,3243,3220537,1672,-87,-6780,-434679,-342826,1524961,9772,426292
g,1929,8070,0,0,0,0,526,175,0,0,0,0,9777,2616,3132327,1292,-1920,-6655,35510,-192858,647027,9813,426460
g,3472,5000,1527,0,0,0,833,0,277,0,0,4166,9612,5159,2908826,2149,86,-6623,-31930,53312,216978,9832,417482
g,8775,1224,0,0,0,0,1020,816,0,408,8163,4081,9842,8107,2633115,3636,-2144,-6344,-136115,-69261,692423,9762,436230
g,2205,4411,3382,0,0,0,882,0,0,147,5882,5882,7175,4366,3120570,3128,-522,-5900,10830,-262310,-41719,9863,436502
g,1194,6567,2238,0,0,0,597,1343,298,298,5970,10447,8786,4244,2987213,3993,-3194,-6134,-272912,-93873,242514,9804,412366
g,2790,3953,3255,0,0,0,465,1162,0,0,0,0,8556,2752,3504822,1683,-1334,-5780,113737,-149431,893606,9774,441629
g,2200,5000,2800,0,0,0,400,400,0,0,0,0,8845,2214,3451933,1697,-1390,-6152,-104012,-392872,1466725,9797,438516
g,2592,6481,925,0,0,0,740,370,0,185,0,1851,10000,3368,3247018,961,-2427,-5339,-150987,-9256,932414,9793,434849
g,2619,2380,5000,0,0,0,1428,238,0,476,0,2380,7264,3232,3384564,1111,-1792,-6587,-278152,-160641,132739,9719,437114
g,754,9245,0,0,0,0,1509,943,188,0,1886,3773,7514,2261,3270938,3700,208,-5138,230605,-325765,838246,9771,443531
g,2777,7222,0,0,0,0,416,277,0,138,5555,0,9773,4388,3038901,2678,1129,-6491,27065,-389673,1053882,9859,430878
h,10000,0,0,0,0,0,909,2727,545,0,7272,18181,10000,7990,1465872,3824,-962,-4837,110264,-408100,1637588,9819,349283
h,10000,0,0,0,0,0,1666,2121,303,606,6060,9090,10000,8425,1375776,744,14,-4499,85138,-343031,518176,9832,332548
h,10000,0,0,0,0,0,1973,2236,921,394,11842,17105,10000,8627,1433668,1084,536,-4260,324661,-492242,1978098,9862,333875
h,10000,0,0,0,0,0,987,864,123,0,6172,7407,10000,9966,1277715,5471,-7353,3345,79030,-236406,187241,9883,331102
h,10000,0,0,0,0,0,2205,1617,882,441,13235,22058,10000,9516,1316710,5263,-166,-3575,109987,-292225,259963,9839,351191
h,9404,595,0,0,0,0,1428,952,357,238,5952,11904,10000,8935,1334846,4611,141,-2730,281223,-571176,1435020,9874,347479
h,10000,0,0,0,0,0,2857,649,649,779,19480,24675,10000,9800,1117195,6589,-5049,-1467,120325,-621207,-80962,9868,343549
h,10000,0,0,0,0,0,1475,3278,0,655,9836,27868,10000,9522,1351650,4113,-2168,-4250,-96757,-598720,1334752,9814,350155
h,8000,2000,0,0,0,0,1375,1375,375,125,11250,6250,10000,7169,1457021,2600,207,-3409,196102,-306205,1610529,9874,333301
h,10000,0,0,0,0,0,2465,1506,410,684,16438,15068,10000,9103,1480675,4199,119,-2273,-17787,-493627,-744442,9852,352643
h,8064,1935,0,0,0,0,2419,3225,645,322,8064,30645,10000,7574,1522006,6004,-867,2671,172166,-945510,1644023,9857,357508
h,8800,1200,0,0,0,0,2500,1700,200,500,16000,16000,9287,7774,1765733,4071,438,-1487,154596,-345806,768962,9900,372938
h,10000,0,0,0,0,0,2031,1562,468,625,7812,10937,10000,8135,1414324,4447,772,-1856,-141594,-388164,-860481,9821,346580
h,10000,0,0,0,0,0,2205,1911,294,441,10294,13235,10000,9653,1301107,3250,2297,-1770,174196,-569791,1197430,9820,339281
h,10000,0,0,0,0,0,1038,2727,0,389,9090,16883,10000,9100,1377790,4041,-1339,-4231,77551,-523241,515106,9854,353791
h,10000,0,0,0,0,0,1315,2368,131,1052,6578,6578,10000,8722,1370760,4368,-106,-1868,387446,-542567,951012,9859,351360
h,10000,0,0,0,0,0,294,2794,294,147,4411,10294,10000,8368,1422537,2824,-1550,-5031,144453,-459881,1212600,9839,357015
h,10000,0,0,0,0,0,3098,1830,281,140,18309,15492,10000,9840,1209077,4425,-4791,-171,723100,-532569,-85228,9855,334590
h,10000,0,0,0,0,0,1250,1944,138,694,12500,8333,10000,9416,1315706,1878,-398,-3959,610860,-343666,2054035,9843,336526
