@relation GesturePredictions

@attribute labels {a,b,c,d,e,f,g,h,i,j,k,l}
@attribute zeroFingerFramesRatio numeric
@attribute oneFingerFramesRatio numeric
@attribute twoFingerFramesRatio numeric
@attribute threeFingerFramesRatio numeric
@attribute fourFingerFramesRatio numeric
@attribute fiveFingerFramesRatio numeric
@attribute rightFramesRatio numeric
@attribute leftFramesRatio numeric
@attribute upFramesRatio numeric
@attribute downFramesRatio numeric
@attribute forwardFramesRatio numeric
@attribute backwardFramesRatio numeric
@attribute avgGripStrength numeric
@attribute avgPinchStrength numeric
@attribute averageTipDistanceRatio numeric
@attribute avgPitch numeric
@attribute avgYaw numeric
@attribute avgRoll numeric
@attribute avgXPalmVelocity numeric
@attribute avgYPalmVelocity numeric
@attribute avgZPalmVelocity numeric
@attribute avgScaleFactor numeric
@attribute avgSphereRadius numeric

@data
k,0,0,0,0,675,9324,1081,1351,135,270,6756,8108,0,0,3620167,2938,82,-15853,9248,-3428717,-1099622,9890,818186
k,0,0,0,0,0,10000,526,1228,0,175,5263,10526,0,0,3170538,666,88,-20241,280673,-3807262,-1244672,9816,817109
k,0,0,0,588,0,9411,1372,1764,0,0,13725,3921,0,5,3304958,4091,37,-15779,395766,-4356085,-707672,9802,1830145
k,1224,2346,4591,1224,612,0,2448,2653,0,510,29591,16326,1326,7693,2848005,9567,-2644,-14592,188879,-2498547,-1409140,9969,530577
k,0,0,0,166,9833,0,1166,1000,166,166,21666,5000,0,2175,3304182,1494,-958,10350,-352069,-3669263,-2315202,9826,559606
k,0,0,0,0,0,10000,2380,476,476,476,28571,4761,0,0,3623557,3204,-1114,-10411,925269,-5395544,-2325659,9477,1445956
k,1222,888,555,2111,2666,2555,1333,1777,0,444,15555,7777,1961,770,3385341,8231,1882,-16594,-247362,-3939377,-3065954,9977,693341
k,2931,344,172,0,1034,5517,2758,3448,344,1034,34482,25862,2758,1553,2847056,5507,2607,-9694,298852,-2540712,-2518646,10006,981785
k,0,0,1000,0,3833,5166,1500,2833,166,333,36666,5000,0,505,3395789,5514,1805,-13888,125623,-2510635,-2569239,9847,1277685
k,1463,1341,609,0,6585,0,1829,1707,121,487,25609,15853,2630,798,4119419,6543,-2383,-12532,660016,-2847095,-2633196,10010,530784
k,0,0,0,2702,270,7027,2432,1081,0,540,27027,18918,0,0,4198401,3174,79,-15279,201265,-4855648,-1233891,9744,735450
k,0,0,636,0,909,8454,2000,1000,90,181,23636,11818,0,43,3298731,5999,-4967,-14148,499849,-2115728,-1566888,9944,1690747
k,0,0,1839,0,2528,5632,2183,1494,114,344,22988,12643,0,69,3184593,8729,-5569,-13396,407394,-1540967,-1642381,9931,1211358
k,0,0,2786,2295,4918,0,655,1967,327,0,16393,11475,0,1102,3774420,2946,-1749,-18012,82252,-2915895,-406464,9800,574849
k,217,0,434,0,0,9347,2173,2173,434,217,43478,13043,102,467,3709040,6520,-697,-13717,1511761,-3792651,-2779874,9766,553796
k,0,0,0,243,2195,7560,3658,731,487,487,34146,14634,2,13,2834797,1955,3323,-11894,2122908,-5988272,-2282323,9827,882351
k,0,208,416,208,1875,7291,416,2291,0,0,35416,6250,0,498,3084408,6434,-492,-11476,592547,-4645925,-2975001,9843,1432018
k,0,0,0,882,0,9117,2647,294,0,588,23529,8823,0,0,3340153,3102,2639,-13624,1381855,-5904330,-95789,9710,2508328
k,0,0,0,0,0,10000,2222,555,0,555,11111,0,0,0,3229438,555,618,-14484,-958069,-7392693,1592088,9388,1999440
k,0,0,0,0,1600,8400,2800,1200,0,2400,44000,16000,0,0,3113385,4692,-1157,-13517,690728,-4378500,-4388393,9734,1551693
k,0,0,0,3571,1071,5357,4285,1071,357,1428,42857,7142,0,1906,3380647,5251,-2115,19475,1045032,-4419671,-3341953,9688,747495
k,0,0,0,0,0,10000,2962,1851,0,740,33333,7407,0,0,3137417,3783,-1507,16013,896280,-5845954,-2389459,9634,1422481
k,0,0,0,0,810,9189,2432,1081,0,1621,45945,16216,0,0,2795616,4459,-465,-13111,320344,-2923272,-1788747,9742,1952089
k,0,0,0,0,5277,4722,3333,1111,0,1388,33333,19444,0,236,3051525,4535,-443,-11814,1603857,-4778884,-3602480,9855,1308196
k,0,0,0,1190,238,8571,1904,1428,0,952,35714,11904,0,0,2912175,4026,-80,-12694,1216239,-2714437,-2356835,9816,1384049
k,0,0,0,0,0,10000,1707,1707,487,2439,31707,19512,0,0,3060934,3552,-1027,12256,1707732,-4136405,-3930422,9813,1387572
k,0,0,1250,625,2812,5312,4062,1875,625,1562,37500,21875,57,2,3647214,2327,2011,-14938,1071281,-3325555,-2405165,9689,1149470
k,0,0,2000,3000,5000,0,2250,4000,0,1000,37500,10000,0,1877,3808677,4251,-1731,-15108,317170,-4281011,-3688082,9746,654823
k,0,0,0,625,0,9375,625,2187,0,1250,21875,9375,0,0,3058085,1747,-2906,-14837,181705,-3903973,-1407928,9770,1282263
k,0,1864,0,1864,169,6101,2033,1355,0,677,28813,15254,893,832,2900702,2769,-1700,-11769,512000,-3391724,-2177692,9771,1227374
k,0,0,0,0,0,10000,2307,1153,0,2307,30769,11538,0,0,3827252,3916,-1232,-13386,1095488,-5859010,-907242,9619,1108142
k,0,0,0,0,0,10000,2040,204,0,0,34693,2040,0,0,3342575,7362,-3359,-11728,1780816,-4230695,-4608873,9793,1286207
k,0,0,0,0,9069,930,2558,1627,232,465,9302,6976,0,3053,3871235,2901,-1429,17421,1139568,-5891708,-1845983,9781,655133
k,0,0,0,3488,6511,0,1627,3255,232,1395,27906,23255,4,1616,3079087,1610,-689,-14675,273838,-4278398,-2401837,9865,752273
k,0,0,0,0,1250,8750,1500,1500,250,750,35000,25000,0,31,3911395,7725,-3625,-12993,1463441,-4779901,-3260532,9720,783030
k,0,0,0,0,4838,5161,3548,1290,322,2258,38709,29032,0,6,2655635,2804,-156,-13618,1204743,-6342952,-1533901,9731,1376976
l,0,0,172,1034,3793,5000,3103,2931,172,689,29310,17241,95,1961,3842908,8338,1990,-6363,265045,-331084,-203701,9865,924413
l,0,0,196,392,784,8627,3333,3529,784,980,27450,25490,0,224,3637731,7629,2582,-7335,250162,-624266,400014,9783,975400
l,0,0,0,1204,0,8795,4216,3493,240,120,12048,18072,90,210,3844423,6372,2512,-5895,58885,-158106,87120,9898,1090253
l,0,0,0,243,487,9268,2926,3414,243,609,17073,13414,442,0,3827150,7581,4037,-6165,425825,-164972,-71844,9868,1257585
l,0,0,0,1168,779,8051,3636,3376,129,259,12987,15584,88,1361,3735471,8874,3234,-6151,-106791,-600130,148216,9848,2466913
l,0,0,0,0,843,9156,3373,4216,481,481,21686,15662,6,197,3758061,6961,2207,-5898,-306519,5742,-155062,9853,1048378
l,0,0,0,240,963,8795,3373,2530,481,602,14457,12048,27,515,3939225,7281,2748,-6734,477188,-229188,262833,9872,1523849
l,0,126,379,2405,379,6708,3291,3924,632,506,26582,22784,730,2453,3858191,8006,3549,-6213,-202602,-145438,187790,9872,902972
l,0,0,0,1369,1780,6849,2876,3013,547,410,19178,21917,24,215,3601005,6651,2796,-4570,683843,-449872,608511,9835,882819
l,0,0,461,3076,4769,1692,3076,4307,615,769,15384,16923,722,2448,3950016,7761,243,-5536,-494992,-247641,207498,9853,763905
l,0,0,350,701,1929,7017,4210,2807,350,526,28070,35087,1268,260,3886487,8064,4964,-7568,45544,-315360,279273,9795,803303
l,0,0,0,1060,3939,5000,3030,2878,454,606,19696,16666,805,2505,4141529,8208,2467,-5771,126266,-327137,196573,9876,761404
l,0,0,0,384,2692,6923,3461,3205,256,384,15384,6410,0,270,3795018,7043,2430,-6161,488888,-300988,229507,9852,1067632
l,0,0,158,1587,3492,4761,2857,4126,317,634,20634,23809,206,1772,3980644,7925,311,-6081,-628668,-273777,88359,9824,916048
l,0,0,0,0,3750,6250,3055,2916,694,555,19444,19444,109,3,3862899,7510,1323,-5459,-619458,-471461,-57484,9833,979391
l,0,0,0,0,1176,8823,3529,3764,235,352,14117,17647,0,405,3881089,6448,1420,-3852,256345,-669488,342522,9859,988221
l,0,0,0,0,3797,6202,2911,3164,126,0,21518,8860,7,231,3567783,9879,2840,-7699,224632,-703134,307401,9810,1161389
l,0,0,0,6086,724,3188,2753,4057,434,724,20289,13043,1075,2995,3648260,8776,1938,-7956,-67029,-525479,421743,9837,849385
l,0,0,0,3802,2816,3380,3661,3521,140,140,21126,15492,0,2200,3824994,8548,1317,-7909,136598,-524132,-41389,9823,1379325
l,0,0,0,0,6086,3913,3333,3043,579,289,23188,17391,0,325,3523583,8683,2798,-7447,176284,-207690,282765,9861,1246989
l,0,0,0,5000,2307,2692,3333,3974,256,256,23076,17948,361,4373,3513403,7350,1908,-7062,11147,-637804,397684,9834,941332
l,0,0,0,1369,4246,4383,3698,3835,273,547,30136,23287,142,786,3518818,9339,1129,-8173,633446,-506480,172373,9845,975805
l,0,0,0,153,7076,2769,3230,3538,307,153,16923,18461,806,328,3634928,8668,1989,-4943,201865,-140431,167249,9804,1075997
l,0,0,0,340,4204,5454,2840,3068,227,227,18181,13636,0,0,3639920,8931,1563,-7054,691099,-621413,267339,9847,1404667
l,0,0,0,0,2891,7108,2771,4216,0,120,22891,19277,0,1,3420659,7636,386,-4488,768053,-306328,738194,9874,1117993
l,0,0,0,0,4303,5696,3291,3797,506,379,17721,22784,629,0,3376405,7476,-558,-3567,685586,-274456,383930,9849,1001806
l,0,0,0,625,5312,4062,2968,3750,312,468,29687,23437,0,785,3884726,6787,2067,-5282,498678,-590948,458599,9803,929466
l,0,0,0,0,9789,210,3684,3473,105,0,15789,13684,4,1219,3462550,8149,-1915,-4343,568132,-292879,333183,9860,1163860
l,0,0,0,1397,4086,4516,3118,3548,215,0,16129,17204,660,1407,3466222,7073,257,-4295,513192,-544661,515253,9874,1201764
l,980,0,294,196,588,7941,3039,3823,196,294,14705,25490,1061,1156,3247751,7709,2131,-5424,-760800,7470,-68031,9925,860506
l,0,0,0,108,7608,2282,3260,3913,217,108,23913,20652,13,47,3430242,8645,2946,-6923,582354,-138013,229655,9881,1232513
l,0,0,0,1445,1686,6867,2650,3734,361,240,18072,8433,22,670,3719101,5021,473,-4997,248133,-352364,361024,9870,952518
l,0,0,0,1555,5000,3444,3555,3333,111,222,15555,17777,99,1339,3529741,7337,921,-6274,669278,-399493,571446,9862,1104407
l,0,0,0,357,3690,5952,3452,3809,357,238,17857,17857,7,391,3721045,7909,1377,-4563,332911,-163952,-116478,9842,1207068
l,0,0,0,1666,5000,3333,4000,3555,0,222,23333,22222,0,1630,3739047,8144,657,-5113,944175,-70485,66219,9868,1060009
l,0,0,0,941,823,8235,2705,3529,470,470,16470,21176,0,788,3847179,6435,1548,-5962,305817,-350711,278167,9884,1267258
l,0,0,0,0,2261,7738,3571,3809,595,357,21428,25000,0,71,3711770,7080,958,-5363,-118588,-3119,315049,9850,1472343
l,0,0,0,2631,5394,1973,3815,2763,131,394,21052,27631,75,1705,3504688,6752,2245,-5334,752908,-354052,493915,9814,1039262
l,0,0,337,337,1235,8089,4494,3370,224,337,23595,22471,0,477,3555266,7591,630,-4636,692196,-222458,137979,9874,1376106
l,0,0,0,0,3815,6184,3421,3552,263,526,15789,22368,0,15,3593821,7647,-142,-5641,185233,-208830,294435,9829,1222711
l,0,0,0,2625,1250,6125,2375,3500,375,500,25000,10000,249,3396,3703312,6530,171,-6448,-232839,-282719,462656,9850,1131407
l,0,0,0,937,3854,5208,2604,3437,208,312,22916,14583,2,430,3631896,7907,3666,-6277,146072,-61197,254332,9872,1145425
l,0,0,0,2500,1875,5625,3020,3541,416,520,13541,28125,0,2204,3558648,7674,4646,-7230,193946,189571,-418029,9907,1252386
l,0,0,370,370,2314,6944,3148,3425,185,92,15740,20370,35,568,3676246,7436,3016,-5064,457498,-23995,-22149,9907,1209476
l,256,128,1282,256,5512,2564,3717,3461,256,0,23076,16666,377,1598,3500952,9076,2169,-3535,752672,148164,-11817,9816,1314650
l,0,0,0,253,4050,5696,3670,4303,253,126,11392,17721,0,512,3873585,7520,1347,-3613,63210,127344,-54964,9851,1362017
l,0,0,0,2368,1973,5657,4473,2894,263,131,15789,26315,117,1738,3789458,7504,2154,-4421,1020333,53387,-54748,9867,985454
l,0,0,612,714,306,8367,3367,3673,204,306,17346,15306,0,815,4165632,6643,1990,-5386,129925,-182559,131629,9897,1040345
l,0,0,0,0,1698,8301,3207,2452,754,1509,20754,20754,0,0,3352876,6511,4764,-6702,1401873,-594215,451384,9777,1036867
a,545,9454,0,0,0,0,909,636,90,90,909,4545,587,9762,4239383,3919,2058,-5404,129673,130588,432340,9869,413193
a,810,9189,0,0,0,0,945,743,67,0,0,7432,845,9259,3914697,3997,2520,-5378,54068,9992,348937,9863,409438
a,1377,7724,898,0,0,0,299,958,0,119,2395,4790,1649,6618,3701097,6329,-4648,1202,-13612,-134028,127802,9881,403435
a,1548,8451,0,0,0,0,516,451,0,0,1290,8387,1605,9969,3803722,5432,3744,-7083,140948,56676,622159,9883,396862
a,1538,8461,0,0,0,0,705,641,64,0,1282,8974,1306,9936,3942616,5368,3639,-7414,163955,-38385,494075,9889,404266
a,1329,8670,0,0,0,0,506,506,0,0,632,8860,1313,9168,3887770,5219,3895,-7593,95462,-106486,449803,9893,399993
a,1118,8881,0,0,0,0,310,496,124,0,621,5590,1077,9308,4491801,4710,-2297,2942,110173,-165590,197447,9894,434059
a,1942,8057,0,0,0,0,1151,719,0,0,1438,9352,1786,9851,3717729,5486,3168,-7431,100215,-4293,465873,9856,397331
a,1418,8581,0,0,0,0,1063,638,0,0,2127,8510,1687,9403,3820046,5382,2629,-6485,35189,34801,495129,9871,393501
a,1367,7179,1452,0,0,0,512,940,170,0,6837,10256,1442,6025,3736813,6290,-4955,-288,102460,-92576,273162,9835,406802
a,1118,8671,209,0,0,0,1048,489,139,139,699,5594,821,9356,4061951,4456,3000,-6612,-99552,25612,428356,9857,410688
a,1319,8680,0,0,0,0,1180,833,0,69,694,9027,894,9930,4021147,4631,1897,-4390,69636,-384911,226171,9870,413378
a,428,9571,0,0,0,0,1000,714,71,71,3571,7857,332,10000,4075542,4874,2989,-4310,-149456,-103606,287455,9891,413412
a,714,9285,0,0,0,0,324,714,64,129,1948,1948,834,9870,4045716,3820,1837,-6066,-251895,-8523,136859,9884,410541
a,671,9328,0,0,0,0,820,597,74,0,2985,6716,1214,7852,3704898,6524,-4959,806,-15433,-170759,292402,9869,396122
a,1093,8906,0,0,0,0,937,859,78,0,1562,5468,1611,9138,3956977,5961,3753,-6556,29562,-94119,352146,9894,396835
a,1267,8732,0,0,0,0,211,774,70,0,704,7042,1330,8744,3947891,4505,-5391,4497,16826,88262,316351,9883,390550
a,1428,8571,0,0,0,0,1000,1214,142,71,4285,6428,1174,8476,4027160,4512,3447,-9181,59887,-165265,210481,9885,401707
a,1889,8110,0,0,0,0,1259,1496,236,0,3149,10236,1703,9845,3701754,4888,3082,-5730,-372623,-190843,445698,9851,403284
a,1555,8444,0,0,0,0,962,1037,0,0,4444,11111,1510,8991,4349728,5173,-1853,1714,23327,29610,298504,9862,416282
a,1739,7913,347,0,0,0,956,1652,0,0,5217,6086,3253,6196,2487338,6519,-3602,502,-85551,-28516,81082,9852,464733
a,1549,8450,0,0,0,0,563,1197,0,0,4225,4929,1977,9908,3439437,4770,2357,-3291,-461188,143155,267677,9882,398909
a,1312,8687,0,0,0,0,437,500,0,0,2500,6875,1363,9708,3735500,5556,1950,-4196,19385,-48363,173962,9899,394163
a,1721,8278,0,0,0,0,1803,655,0,0,819,14754,1740,9791,3676895,5620,3835,-3037,-161314,-93863,357831,9848,396109
a,1168,8831,0,0,0,0,779,649,129,0,1948,5844,1503,9891,3918399,4170,3253,-6674,45904,-184379,227696,9889,397003
a,1090,8909,0,0,0,0,1181,909,0,0,4545,6363,1327,9495,3711986,5012,3253,-5223,-205162,-176311,377196,9851,408622
a,1393,8606,0,0,0,0,1393,1147,163,81,4918,9016,1448,9879,3972816,4853,4608,-6596,-50305,-345416,303309,9876,403013
a,2109,7890,0,0,0,0,1093,2031,0,0,2343,13281,2061,9485,4156083,5805,-867,719,-24756,-42113,435877,9836,406618
a,1564,8435,0,0,0,0,408,1360,0,0,1360,6122,1204,8940,4010707,5023,3646,-7070,-510035,23372,167454,9909,402446
a,2253,7746,0,0,0,0,774,704,0,0,4225,11971,2662,9224,3482028,6560,-3631,1338,-531529,56194,188209,9897,386712
a,1965,8034,0,0,0,0,520,693,0,404,6358,5780,1802,9822,3397260,5138,4563,-5450,-505156,-15567,212384,9902,403618
a,2123,7876,0,0,0,0,890,410,0,0,4794,8904,1997,7682,3400866,5739,4548,-5403,-463813,96003,172914,9889,405874
a,921,9078,0,0,0,0,1134,638,70,70,6382,4964,1808,6649,3793999,4743,-4606,196,-15678,-127666,67315,9883,391745
a,1466,8400,133,0,0,0,1133,733,0,0,3333,8000,2463,9022,3379931,6030,-4559,1597,-41638,-18457,295829,9881,386025
a,666,9333,0,0,0,0,400,200,133,0,0,8000,1095,9962,3818794,5247,4211,-6224,-70148,-61702,202772,9879,402423
a,1147,8852,0,0,0,0,655,655,163,0,819,9836,1379,7256,3688074,4267,-5006,1917,146935,-124564,107641,9860,396312
a,1232,7945,821,0,0,0,616,616,0,0,6164,8219,1343,6697,3683870,5376,-4000,-84,44619,-141948,94538,9858,404814
a,628,9371,0,0,0,0,628,228,114,228,571,2285,590,9378,4695136,3194,-1592,5997,-21085,73489,262111,9898,440706
a,848,9151,0,0,0,0,484,545,60,0,1212,4242,1506,9307,3652860,5036,2117,-5662,46726,-448437,-30162,9902,400100
a,736,9263,0,0,0,0,674,1042,0,0,3067,6748,804,9504,3964250,4543,2900,-5337,-65150,-242395,160540,9891,403882
a,1165,8834,0,0,0,0,797,797,0,0,1226,6134,1562,9528,3859133,5231,2245,-5780,26463,-86067,169427,9904,407146
a,1916,8083,0,0,0,0,658,1197,0,59,4191,14371,2494,8110,3407482,8175,-6222,-1315,59499,-172559,179014,9896,387541
a,1897,8102,0,0,0,0,1532,948,0,145,8029,7299,1619,9184,3707768,5457,4050,-7076,21011,-22510,343787,9865,396022
a,1111,8888,0,0,0,0,952,1111,238,0,4761,8730,1068,9385,3878393,5432,2720,-6192,73263,-101608,139896,9862,404589
a,990,8828,180,0,0,0,450,990,0,0,3603,12612,1109,9284,3726035,7248,-4730,1476,102834,-19030,205566,9829,400541
a,381,9618,0,0,0,0,1145,916,76,0,4580,7633,719,9634,4054872,6757,2967,-6075,164408,-223346,40174,9876,410492
a,564,9435,0,0,0,0,725,483,161,0,806,8870,534,9530,4063980,5733,2180,-4657,-227999,-342057,71965,9859,414037
a,620,9379,0,0,0,0,387,620,155,0,1550,3875,820,9850,3829366,6286,-5322,4141,-123842,-230165,58353,9870,389106
a,800,9200,0,0,0,0,1200,800,80,0,4800,9600,1010,9433,3933980,4740,2137,-5696,-165724,-262966,120583,9861,400410
a,1844,8155,0,0,0,0,1262,1067,194,0,7766,20388,1850,9620,3491713,5443,-6911,2372,-106970,-457347,177121,9836,389166
b,1188,8811,0,0,0,0,769,69,0,69,6293,9090,1151,9789,3653404,5072,1608,-4011,368387,-703667,272548,9880,417130
b,1166,8833,0,0,0,0,833,166,83,0,10000,11666,1466,9583,3556947,6633,2884,-1888,279192,-374781,225919,9873,400606
b,944,9055,0,0,0,0,944,236,0,0,7874,8661,1182,9781,3485847,5802,2681,-1754,228327,-181459,326708,9858,406485
b,1056,8943,0,0,0,0,1544,81,0,162,8130,13821,1222,9286,3626634,5978,2453,-3726,325883,-183907,334807,9864,408124
b,2264,7735,0,0,0,0,1132,377,0,94,15094,11320,3525,9016,3122289,6607,3415,-4265,326840,-330868,398014,9822,388280
b,1293,8706,0,0,0,0,775,344,86,172,6034,7758,2153,9396,3172902,5266,4486,-2134,55756,-214329,503193,9855,412349
b,1846,8153,0,0,0,0,461,0,0,0,8461,16923,1640,8853,3398881,7764,3702,-2641,55102,-337247,439116,9876,400993
b,1018,8981,0,0,0,0,1296,92,185,277,10185,14814,1085,9892,3425471,6079,2549,-4483,443633,-223225,270502,9870,427236
b,1440,8560,0,0,0,0,1440,320,320,320,7199,16800,2070,9442,3285535,6466,3321,-2026,230075,-910478,-102197,9864,407842
b,1016,8983,0,0,0,0,254,423,0,338,9322,9322,1097,9684,3339478,5073,-5074,6300,93224,-471835,115193,9850,409852
b,1880,8119,0,0,0,0,1282,85,0,170,11965,13675,3002,9534,3361079,5606,1523,-401,273831,-158249,188926,9847,400096
b,782,9217,0,0,0,0,347,173,86,173,8695,7826,540,9756,3882829,5293,2716,-1457,150890,-260378,349961,9884,411370
b,1512,8487,0,0,0,0,504,588,0,84,10924,22689,2074,9389,3356536,7306,3754,274,97079,-395638,369715,9858,393433
b,727,9272,0,0,0,0,1272,545,272,90,11818,11818,2210,9845,3450367,6162,3046,150,-81711,-307395,335017,9859,397801
b,471,9528,0,0,0,0,566,94,283,0,4716,10377,2183,9726,3459950,5654,-6771,5905,452621,-276959,189636,9848,386447
b,1160,8839,0,0,0,0,714,625,178,178,10714,10714,1244,9593,3406515,5573,-5670,6269,-51616,-266070,148446,9835,405891
b,2192,7807,0,0,0,0,1052,87,87,175,15789,13157,2548,8820,3186186,5955,3441,-1143,-139019,-391305,58982,9858,391121
b,315,9684,0,0,0,0,736,105,105,315,10526,9473,301,9918,3785007,5240,-3419,6477,321781,-106596,-72137,9828,420517
b,800,9200,0,0,0,0,933,400,0,0,10666,14000,1295,9668,3509555,8181,2105,-2597,-385533,-252067,-385782,9904,407857
b,1061,8938,0,0,0,0,1061,442,0,0,6194,11504,1233,9944,3354929,6122,-3476,7081,306252,-203420,282563,9839,411250
b,3170,6829,0,0,0,0,1219,0,81,0,8130,13008,3717,9594,3215378,5059,2776,-265,303742,-249562,184215,9863,389029
b,1282,8717,0,0,0,0,854,256,0,0,9401,8547,1485,9984,3473982,5449,2395,-2211,138822,40627,448820,9852,397393
b,1339,8392,267,0,0,0,1339,267,0,89,14285,9821,1560,9443,3387769,4615,2800,-1603,385270,59330,483329,9826,410927
b,3238,6761,0,0,0,0,1619,285,0,190,11428,16190,2373,9740,3202497,6603,2257,-1964,231035,-12530,506539,9844,395109
b,1578,8421,0,0,0,0,1263,842,105,105,6315,15789,1796,9815,3305771,6088,-6038,7338,112434,-444411,299704,9803,400227
b,918,9081,0,0,0,0,1428,204,0,204,5102,7142,803,9211,3581941,3328,-3273,5486,631961,-43345,451217,9824,428812
b,941,8117,941,0,0,0,1882,470,470,470,16470,15294,808,9101,3700800,5220,3399,-360,378620,-9690,372660,9789,428768
b,1023,8976,0,0,0,0,944,157,157,78,3937,7874,1244,8947,3537711,4823,-4020,6170,214534,-343357,165700,9880,406777
b,588,9411,0,0,0,0,1176,0,0,294,6862,9803,1104,9546,3703780,4477,3101,-633,412734,146054,141239,9847,408947
b,1121,8878,0,0,0,0,1401,0,93,186,9345,14018,1325,9990,3619378,5505,3400,-3019,343679,93425,617615,9847,398470
b,1142,8380,476,0,0,0,1904,95,0,95,11428,9523,1066,9040,3395682,4293,2845,-2577,354714,-21167,162626,9832,416445
b,642,9357,0,0,0,0,1651,458,91,183,15596,14678,2072,9380,3266301,6942,3872,-5127,318459,-198219,486072,9851,390905
b,747,9252,0,0,0,0,841,93,0,280,10280,4672,722,9635,3600672,5312,378,-2920,438740,-102303,-28380,9834,413059
b,1826,8173,0,0,0,0,1565,608,86,173,9565,7826,1902,9906,3521758,3859,-5855,5297,274138,-205903,154775,9868,404443
b,1666,8333,0,0,0,0,877,175,0,0,7894,11403,2097,8831,3091457,5078,775,-1123,174075,-347545,-176929,9859,397177
b,852,9147,0,0,0,0,465,775,77,155,6976,6201,1471,9678,3317152,4400,-6726,3958,225562,169005,572124,9867,406779
b,2518,7481,0,0,0,0,1703,148,222,296,13333,20740,3155,9740,3034169,7775,-4711,3817,-924257,-112029,-125019,9893,397846
b,330,8099,1570,0,0,0,578,247,82,247,4132,2479,1489,9113,4328291,4168,-4374,5782,182440,-45615,573090,9852,401881
b,1203,8796,0,0,0,0,1388,462,0,370,10185,7407,1256,10000,3374087,4298,2082,-2346,242528,36842,348972,9852,417496
b,1340,8659,0,0,0,0,1134,0,206,412,11340,8247,1392,9992,3584277,4240,1698,-1790,305829,-74271,328429,9831,402522
b,517,9224,258,0,0,0,948,344,258,258,8620,11206,497,9646,3815124,4643,1308,-2144,369581,-267959,287169,9824,414257
b,2631,7368,0,0,0,0,701,789,175,175,8771,25438,2932,9953,3151637,7551,-8416,1555,-934889,-227121,181273,9913,373973
b,0,10000,0,0,0,0,1839,229,344,229,6896,18390,211,9355,3816244,4071,3085,-4252,161239,-372334,617989,9857,423873
b,2745,7254,0,0,0,0,1274,98,294,196,8823,6862,2484,9274,3132810,4469,-5092,3886,-26136,-73321,614552,9835,401671
b,280,9532,186,0,0,0,747,841,280,0,2803,10280,258,9982,4073484,2884,-4754,5769,213812,-69123,479418,10011,428101
b,404,9393,202,0,0,0,707,101,0,101,11111,3030,431,9252,3818890,4047,1493,-2559,421120,40387,218755,9824,408045
b,1317,8682,0,0,0,0,232,465,0,0,1550,8527,2313,9830,3295114,5770,-6799,4147,247987,203397,559860,9864,388853
b,1056,8943,0,0,0,0,813,243,0,162,7317,12195,1552,8646,3824807,5985,1739,-3121,327595,43978,195992,9871,398372
b,2258,7741,0,0,0,0,887,403,161,80,8064,11290,2434,9902,3205486,5061,-7034,3606,433274,-162087,548791,9939,383350
b,677,9322,0,0,0,0,1016,338,0,84,9322,16949,1645,9511,3321379,6438,2122,-3965,325642,-100007,463433,9879,390010
c,1111,8888,0,0,0,0,1777,111,0,0,11111,10000,1580,9498,3384091,6623,1512,-3658,239603,-365014,287411,9828,405923
c,1260,8739,0,0,0,0,840,588,0,0,3361,5042,1286,9912,3494557,5716,1671,-4013,53608,-303618,-104439,9866,402369
c,782,9217,0,0,0,0,1391,434,173,86,4347,4347,2097,8802,3728430,6553,935,-3656,90979,-233798,-365583,9865,399659
c,964,9035,0,0,0,0,1578,350,0,87,877,10526,1241,9581,3622998,6386,3041,-5827,237982,-273523,129630,9839,403162
c,970,9029,0,0,0,0,1941,582,0,97,3883,11650,1166,9683,3694960,7095,2748,-6478,303652,-390429,-276131,9842,408255
c,566,9433,0,0,0,0,1886,283,0,0,4716,8490,508,9996,4068189,5340,2451,-6477,332711,2398,166795,9841,399926
c,2277,7722,0,0,0,0,2178,891,99,0,7920,12871,1979,9449,3439932,7140,2360,-6861,118979,-445427,101844,9849,405767
c,1553,8446,0,0,0,0,1941,679,194,97,4854,10679,1936,9564,3515711,6421,1968,-4845,-27883,-447140,115485,9837,396462
c,1621,8378,0,0,0,0,1531,1081,90,90,9009,14414,1842,9690,3379034,7589,-6432,2893,-314328,-62789,21115,9848,394962
c,990,9009,0,0,0,0,2072,810,0,0,5405,9909,1699,9339,3562714,6409,3404,-6434,203795,-183567,-242,9864,397572
c,1666,8333,0,0,0,0,1979,1145,104,0,10416,16666,1774,9967,3596991,6803,3387,-6087,53475,-484719,325807,9812,398563
c,1609,8390,0,0,0,0,1839,1034,229,114,13793,21839,1957,8974,3433049,7890,-5407,2545,331203,-392822,-185121,9801,379295
c,2452,7547,0,0,0,0,1603,1698,94,188,11320,15094,2331,9598,3330875,6466,2726,-5634,-771495,-65259,169394,9839,397223
c,3411,6588,0,0,0,0,2235,1411,117,235,11764,12941,3250,9993,3225977,7733,2629,-7551,-331632,-568402,129022,9804,382917
c,1195,8804,0,0,0,0,2282,1521,108,108,13043,28260,2153,9645,3261023,9407,-8355,1568,380114,-423750,-123551,9865,387331
c,638,9148,212,0,0,0,2021,851,106,106,10638,6382,598,9662,4019712,5744,2743,-5863,454778,-422301,-99253,9802,403723
