@relation GesturePredictions

@attribute labels {a,b,c,d,e,f,g,h,i,j,k,l}
@attribute zeroFingerFramesRatio numeric
@attribute oneFingerFramesRatio numeric
@attribute twoFingerFramesRatio numeric
@attribute threeFingerFramesRatio numeric
@attribute fourFingerFramesRatio numeric
@attribute fiveFingerFramesRatio numeric
@attribute rightFramesRatio numeric
@attribute leftFramesRatio numeric
@attribute upFramesRatio numeric
@attribute downFramesRatio numeric
@attribute forwardFramesRatio numeric
@attribute backwardFramesRatio numeric
@attribute avgGripStrength numeric
@attribute avgPinchStrength numeric
@attribute averageTipDistanceRatio numeric
@attribute avgPitch numeric
@attribute avgYaw numeric
@attribute avgRoll numeric
@attribute avgXPalmVelocity numeric
@attribute avgYPalmVelocity numeric
@attribute avgZPalmVelocity numeric
@attribute avgScaleFactor numeric
@attribute avgSphereRadius numeric

@data
a,934,9065,0,0,0,0,1121,560,0,0,0,8411,917,9526,4321817,2916,2599,-5562,371410,-71591,606730,9846,413678
a,2164,7628,206,0,0,0,1958,824,103,206,3092,9278,2064,9354,4536165,4417,769,-3915,11630,432739,329472,9817,436377
a,500,9500,0,0,0,0,1200,300,0,100,1000,4000,878,9889,4143955,4119,3229,-5545,-174522,-84982,345424,9852,412009
a,1721,8278,0,0,0,0,1557,983,0,0,0,9836,1670,9381,3769873,4788,1644,-4968,-104155,-487642,299728,9845,405318
b,1259,8740,0,0,0,0,740,0,0,148,5925,4444,1072,8963,3757178,3928,2313,-3031,370510,12639,369074,9871,413738
b,1834,7522,642,0,0,0,1009,366,0,183,9174,5504,1807,8831,3734372,4646,2437,-1557,379824,48182,633705,9852,409065
b,1401,8598,0,0,0,0,373,747,0,280,1869,18691,2093,9901,3414703,6281,-6522,5862,538443,-351557,412007,9822,390327
b,1875,8125,0,0,0,0,1875,446,89,0,10714,14285,2076,9714,3526469,5647,3101,-3570,548459,-351394,330349,9864,395914
b,526,9473,0,0,0,0,526,263,87,0,4385,3508,2119,9493,3819020,4595,1870,-2046,563785,163284,246623,9875,403089
b,1083,8916,0,0,0,0,1416,333,0,83,3333,10833,1214,9661,3824820,4233,2761,-1361,664509,-9982,422787,9862,408500
b,1388,8611,0,0,0,0,1481,0,92,92,4629,11111,1527,9350,3588353,5224,3240,-2560,285804,178070,624352,9844,406493
b,2233,7766,0,0,0,0,1262,97,194,291,10679,16504,2169,9582,3455208,6045,3732,-3427,331457,-26019,612148,9828,400273
b,1777,8222,0,0,0,0,1777,444,222,222,10000,13333,2034,8817,3652851,3634,3261,-5092,1139630,-291794,269357,9817,401190
b,1458,8541,0,0,0,0,1354,416,104,625,11458,13541,2274,9018,3468169,4991,1420,-2355,250920,356600,758908,9822,406554
b,1727,8272,0,0,0,0,1545,636,90,90,10000,8181,1887,9505,3585502,3749,1851,-2113,353519,114337,551700,9852,401642
b,1094,8905,0,0,0,0,583,729,0,72,6569,7299,1055,9384,3859679,4798,1067,-3081,207898,-9660,684058,9877,412774
b,909,9090,0,0,0,0,699,139,0,69,9790,4895,962,9302,3861037,5490,1605,-2983,565219,271506,525530,9887,408075
b,1707,8292,0,0,0,0,81,487,0,0,7317,10569,2537,9899,3388960,5593,-6005,3999,705869,139475,817413,9861,386061
b,1532,8467,0,0,0,0,1240,437,72,0,8029,8029,2238,9454,3575835,6021,2040,-3364,489469,275734,491166,9881,393263
b,2105,7894,0,0,0,0,1278,225,0,0,6766,15037,3382,8743,3270745,6616,2821,-2358,371298,197478,632547,9877,386940
b,859,9140,0,0,0,0,937,625,0,0,3906,5468,1382,8737,3709702,4464,1728,-236,-11945,-213539,224602,9866,412537
b,500,9500,0,0,0,0,642,71,71,71,714,5000,486,9409,4018606,4037,1899,-2080,485887,-1475,87795,9876,421451
b,479,9520,0,0,0,0,410,68,68,136,684,4794,651,8510,3874522,3314,1876,-1439,309438,119617,396957,9901,418362
b,769,9230,0,0,0,0,629,69,0,0,1398,4895,730,9398,3904252,3144,2017,-1426,484693,233788,164589,9874,413714
b,2758,7241,0,0,0,0,2873,459,0,344,11494,24137,2853,8641,3285546,5386,3002,-1924,742728,422702,1634644,9814,389555
b,3148,6851,0,0,0,0,370,555,0,0,3703,9259,3477,9648,3332623,5316,-6786,4008,337470,186260,465269,9861,375325
b,1711,8288,0,0,0,0,1351,270,0,0,5405,5405,1700,9088,3598404,3943,1683,-1547,321144,76546,306877,9840,408867
b,1681,8318,0,0,0,0,973,442,0,0,11504,11504,2456,8273,3442576,5831,2993,-1025,519777,36979,222607,9858,400933
b,4469,5530,0,0,0,0,984,1136,0,75,13636,21212,4167,9021,2926990,7674,3592,-4871,-461437,-195301,28238,9862,386953
b,2835,7164,0,0,0,0,1940,746,74,373,11194,13432,3548,8969,3302015,5114,1969,-2800,111098,215072,481174,9878,391295
b,2136,7863,0,0,0,0,1111,170,0,0,6837,11965,2045,9338,3583354,5597,3517,-1836,676595,374776,961625,9849,399674
b,1034,8965,0,0,0,0,775,689,0,0,6896,6034,1263,9762,3415097,4314,1247,-609,480130,-96836,-52640,9856,401427
b,2689,7310,0,0,0,0,2413,620,137,482,7586,16551,2707,9199,3088421,1732,5106,-258,-296381,-461787,397683,9914,402366
b,3739,6260,0,0,0,0,1626,1138,0,325,9756,8130,3170,8426,3296274,3755,2028,-4056,686443,465607,722385,9877,393604
b,1727,8272,0,0,0,0,1181,909,0,272,6363,8181,1907,8530,3479256,2782,1416,-1521,336754,202986,860887,9859,407959
b,2032,7967,0,0,0,0,2276,650,0,162,8943,8130,1921,8177,3702061,3082,1808,-1992,248416,-76309,1096645,9854,402866
b,3250,6625,125,0,0,0,1812,1000,62,312,10000,12500,3821,7730,2992832,1898,1491,-2505,-669493,-505259,-310781,9889,387420
b,2500,7500,0,0,0,0,1617,1029,294,220,5882,13235,3610,6772,2891220,4494,3418,271,-489238,-51592,280696,9866,400029
b,3705,6294,0,0,0,0,1235,1117,294,117,7058,10588,3366,9053,3102788,3540,1902,-2786,-452835,-128982,584361,9951,387434
b,3550,6449,0,0,0,0,1360,710,118,0,5917,17159,3481,8703,3250908,5996,4286,-1240,-822232,-629989,-333368,9952,382943
b,2253,7746,0,0,0,0,1126,563,70,211,4929,11267,2169,9445,3614791,3457,2220,-2630,-438829,-305741,21626,9873,401081
b,4153,5846,0,0,0,0,1153,1692,76,76,11538,19230,4897,9908,2965850,8358,-10100,-1311,-1224811,-451802,-67959,9873,369420
b,3372,6627,0,0,0,0,710,887,177,0,14201,14201,3604,9404,3264583,6665,-8701,1323,-720341,-299740,89746,9901,370379
b,3856,6143,0,0,0,0,1503,261,196,0,7189,13725,3841,9261,3030205,3961,3443,-2003,-801280,-288687,385516,9876,372626
b,1588,8411,0,0,0,0,1495,0,0,0,934,8411,1473,8777,3744357,2734,1938,-2961,702728,-190034,960683,9837,411016
b,1983,8016,0,0,0,0,1322,413,82,165,5785,12396,2365,9541,3430640,4448,1718,-1815,394290,26134,869298,9857,399786
b,2845,7154,0,0,0,0,1300,487,162,0,8130,13821,2922,9662,3241720,5145,2907,-3693,19105,-78658,885288,9862,387212
b,3333,6666,0,0,0,0,1818,530,75,227,9848,18939,4049,9128,2943863,8049,6726,1090,-116102,-110905,524861,9861,380979
b,1754,8245,0,0,0,0,1140,526,0,175,6140,8771,1984,8855,3482841,3650,836,-1577,337256,8148,597452,9855,418153
b,642,9357,0,0,0,0,428,214,0,71,2142,3571,665,9938,3917889,3753,1123,-751,338361,-3840,331869,9877,406717
b,993,9006,0,0,0,0,745,186,0,62,1863,1863,2288,8869,3361001,3640,730,-1365,262346,-24589,64333,9916,399541
b,2207,7792,0,0,0,0,584,389,194,129,5844,5194,3314,9804,3227527,2873,-6474,3549,484278,42233,617584,9956,383737
b,890,9109,0,0,0,0,273,136,68,0,3424,2739,1129,8590,4109851,1390,-6778,5481,413429,-71045,508758,9975,395731
c,1040,8960,0,0,0,0,640,480,320,160,3200,6400,1033,9546,3946567,3884,380,-4291,468168,-277672,-177823,9876,417209
c,1304,8695,0,0,0,0,1391,434,173,0,3478,11304,1487,9631,3752498,5193,2751,-7021,736008,-256657,383227,9832,407657
c,1544,8455,0,0,0,0,1219,406,0,81,5691,8130,1643,9725,3649075,4864,3055,-6154,304171,68914,602650,9865,403388
c,2200,7800,0,0,0,0,1800,600,0,100,6000,7000,2079,9141,3582396,4026,1981,-5870,286680,-181081,977230,9817,403532
c,1818,8181,0,0,0,0,1157,413,82,0,1652,12396,1652,9625,3688342,5270,2605,-4225,122058,-511440,178803,9847,410835
c,1550,8449,0,0,0,0,1162,775,0,0,2325,10077,2276,9654,3613160,5112,2179,-5419,157543,-274425,409264,9873,403599
c,2160,7840,0,0,0,0,1200,160,0,0,4800,8800,4353,9237,3461414,6108,2400,-4036,481652,325622,591988,9881,383749
c,1791,8208,0,0,0,0,1119,149,0,0,2238,12686,1991,8959,3469346,5851,2595,-4806,389667,526923,842186,9869,402023
c,76,9923,0,0,0,0,610,152,0,152,4580,763,386,9870,4119284,4942,1333,-4318,435585,665327,869741,9907,418831
c,601,9323,75,0,0,0,977,375,75,75,2255,1503,2475,9554,3711796,4436,647,-4147,368897,415470,797870,9885,407161
c,1777,8222,0,0,0,0,1111,444,0,74,3703,7407,2379,9264,3619837,5054,1504,-5254,452502,826696,1073231,9868,393760
c,839,9160,0,0,0,0,687,458,0,0,1526,5343,1337,9624,3823620,4489,1670,-4311,229631,683453,819951,9870,412173
c,458,9541,0,0,0,0,763,839,0,76,1526,2290,2703,9855,3666052,4722,424,-3725,315325,555364,498965,9876,397427
c,2049,7950,0,0,0,0,409,655,0,81,3278,5737,4174,8862,3293613,4608,-7785,1831,287018,438520,967521,9856,374173
c,615,9384,0,0,0,0,461,384,76,0,1538,3846,2766,9591,3542743,4657,267,-3564,236472,338116,297193,9892,397444
c,1923,8076,0,0,0,0,480,865,96,192,5769,10576,2019,8563,3342887,5502,28,-3487,-32002,-359361,1091839,9841,407690
c,1293,8706,0,0,0,0,689,172,0,0,2586,12068,2299,9520,3355505,5278,2469,-4862,209994,-423165,375794,9875,412280
c,833,9166,0,0,0,0,1083,166,83,0,2500,3333,2451,9070,3659006,4771,1811,-4874,381059,132979,421873,9878,402716
c,588,9411,0,0,0,0,1102,73,0,73,4411,2205,1248,9948,3930857,4564,1893,-5506,548427,153230,203628,9877,410921
c,625,9375,0,0,0,0,937,187,187,62,0,3125,2566,9681,3632951,4093,2354,-3493,248831,-114291,232253,9899,404422
c,795,9204,0,0,0,0,625,397,0,0,1136,5113,1940,9276,3667068,4141,2336,-4025,246281,-336423,455278,9921,428976
c,751,9248,0,0,0,0,977,75,75,0,4511,5263,1713,9982,3431431,5344,1655,-5681,372753,-123398,39047,9897,420176
c,1417,8031,551,0,0,0,551,944,0,0,6299,8661,3332,8939,3325900,7839,-7535,-210,434857,166097,79592,9856,385006
c,1818,8181,0,0,0,0,1404,330,0,0,6611,3305,1967,9724,3406276,6634,3165,-5975,838163,91938,485759,9877,416314
c,935,9064,0,0,0,0,359,1079,143,0,1438,8633,2072,9891,3491034,5382,-6418,2682,280798,-187715,-149164,9876,400505
c,1935,8064,0,0,0,0,564,1048,0,0,1612,13709,3054,9536,3426617,6145,-7511,1758,-196321,-34447,419707,9871,380719
c,887,9112,0,0,0,0,1290,887,0,0,1612,12903,2235,9717,3557540,6712,3420,-4908,171858,-302355,19004,9864,400764
c,1440,8560,0,0,0,0,1440,560,160,0,800,8800,2464,9731,3535182,4713,3090,-4111,20748,-61729,208988,9861,391701
c,427,9572,0,0,0,0,940,854,85,0,2564,6837,626,9985,3859271,4030,2370,-4199,325960,-518091,250904,9874,413181
c,1544,8455,0,0,0,0,1382,406,0,0,2439,11382,2913,9748,3610365,5614,2962,-7160,541904,-256786,366842,9860,397114
c,725,9274,0,0,0,0,1209,80,0,80,1612,5645,3706,9873,3624148,5090,2986,-5199,463257,-116729,165518,9865,388785
c,536,9463,0,0,0,0,402,536,0,134,4697,2684,3606,9829,3474814,5606,1466,-5192,277980,32566,-58559,9889,394766
c,1046,8953,0,0,0,0,1860,581,0,0,10465,11627,2759,9548,3595311,6367,4237,-5949,343470,-310462,680770,9806,402229
c,1063,8723,212,0,0,0,1489,638,106,0,4255,9574,1976,8322,3432516,4757,3590,-4729,412637,-140605,66141,9816,410943
c,1785,7857,357,0,0,0,3214,714,119,238,8333,7142,1631,9652,4357431,4738,815,3905,181639,-36321,483809,9753,414353
c,792,9207,0,0,0,0,1782,594,198,99,5940,1980,892,9987,3935085,4896,-4606,3440,482131,-67106,25231,9827,395407
c,714,9285,0,0,0,0,1632,1122,0,204,8163,4081,861,9248,3731078,3849,2466,-4105,162980,33286,318922,9834,416177
c,695,9304,0,0,0,0,869,434,0,0,3478,6086,1573,9656,3791731,4892,2417,-5157,418922,144668,17025,9871,399675
c,882,9019,98,0,0,0,1372,784,98,98,5882,4901,1440,7818,3505463,4321,3034,-4494,444469,-80242,277308,9838,413385
c,1186,8389,423,0,0,0,1694,508,0,0,9322,12711,2247,7672,3248468,4106,-6048,3209,350304,-103951,822113,9848,395280
c,1282,8717,0,0,0,0,1025,1025,0,85,3418,7692,2544,9838,3338125,5405,2112,-5621,213584,-91478,408082,9855,418795
c,743,9256,0,0,0,0,1239,495,165,82,4132,5785,826,9709,3730050,4002,1590,-3873,285519,-265074,278898,9866,407113
c,1376,8623,0,0,0,0,1651,550,91,0,1834,3669,1370,9372,3649581,4429,2231,-5558,449978,26984,562282,9831,414178
c,1714,8285,0,0,0,0,1428,666,0,95,10476,8571,1821,9608,3463711,5618,-5381,1646,298116,-413730,378559,9844,387788
c,603,9396,0,0,0,0,431,344,0,0,0,10344,1798,9963,3588854,4868,-5862,2725,359467,-53674,361819,9868,398064
c,2260,7739,0,0,0,0,1575,342,0,205,1369,12328,2240,9320,3469725,4858,3241,-6290,128805,-361875,290696,9870,397110
c,1071,8928,0,0,0,0,1250,1160,0,178,3571,6250,1351,9065,3675337,5039,-5254,2092,594140,57473,70979,9832,401576
c,1333,8666,0,0,0,0,833,583,83,166,2500,10000,2080,9849,3462876,4520,1320,-4076,223114,-231453,143808,9858,404116
c,1785,8214,0,0,0,0,785,714,0,71,2142,15714,2934,8970,3150673,6641,-8116,2414,-339428,-356305,297564,9892,390239
c,1338,8661,0,0,0,0,1056,352,0,140,5633,4225,1515,9212,3720049,4852,935,-4167,275155,-139474,176743,9888,400537
d,601,9172,225,0,0,0,1428,977,75,0,3007,4511,1841,8767,4071315,3324,724,-2695,98437,-87003,36257,9875,405386
d,1192,8807,0,0,0,0,1192,662,66,0,3311,7284,1213,8782,3862016,4775,1306,-3981,363105,-407816,-41069,9882,405887
d,684,9315,0,0,0,0,890,205,136,0,684,4794,1462,9428,3795409,4877,1605,-4286,34883,-350736,-26860,9873,407769
d,694,9305,0,0,0,0,694,277,0,69,2083,4861,1393,9892,3810311,4901,2567,-4344,23886,-59707,64327,9880,410309
d,821,9041,136,0,0,0,547,479,273,68,4794,6849,1690,6876,3462203,4537,-6682,4746,-136157,-154764,76772,9884,387464
d,952,9047,0,0,0,0,1292,204,0,204,5442,6122,1148,9887,3829497,4612,2327,-4126,-28885,-19261,141619,9874,406788
d,368,9631,0,0,0,0,920,613,0,0,1840,6134,1126,8836,3950441,3481,1876,-4077,8229,-321713,-114036,9906,413822
d,642,9357,0,0,0,0,571,500,214,142,2142,4285,1062,9924,3985394,3808,1531,-4332,65251,-308599,-80924,9889,414614
d,641,9358,0,0,0,0,1025,576,128,0,3205,3846,1113,8993,3980695,4015,2042,-4121,-82909,-166530,108670,9893,405802
d,1076,8923,0,0,0,0,512,615,153,0,3076,5641,1418,9841,3886621,4943,1178,-3961,52277,115986,489852,9916,412548
d,1095,8356,547,0,0,0,958,684,68,68,2739,2739,969,9553,3945442,3295,818,-3529,-132579,-632392,-85993,9866,418718
d,855,8947,197,0,0,0,921,789,131,0,3289,9210,3608,8127,3260500,5107,-7342,888,-86495,-399876,-260593,9882,399529
d,809,9190,0,0,0,0,982,462,57,0,2312,5780,1460,9748,3908983,3778,1280,-4435,112717,-330047,96753,9901,411271
d,1666,8333,0,0,0,0,1217,1025,128,0,1923,10256,1640,9777,3755227,4225,1045,-4336,-412675,-499366,136286,9892,407666
d,1241,8758,0,0,0,0,1241,896,68,275,2758,6206,1791,9627,3798695,2522,922,-3246,-83264,-335743,181519,9876,411218
d,1096,8903,0,0,0,0,1032,1483,193,129,3225,3225,2284,9252,3696333,3131,122,-3406,-46546,-196452,228532,9893,411789
d,1325,8674,0,0,0,0,1204,1024,60,0,1807,6626,2486,9641,3629206,2795,973,-3990,-36198,-279337,369383,9886,406029
d,1517,8482,0,0,0,0,965,689,137,0,2758,3448,4810,8548,3471110,4362,260,-3097,75095,-146440,18425,9905,389142
d,387,9612,0,0,0,0,580,645,193,0,645,3870,703,9946,4107681,2474,785,-2711,-38260,-64179,65649,9898,408066
d,636,9363,0,0,0,0,509,509,254,0,0,4458,867,9922,3960881,3086,1246,-3052,7526,-169398,-62208,9899,407000
d,1149,8850,0,0,0,0,977,1091,114,0,3448,4597,1284,8329,3818180,2267,1129,-2448,-396,-316616,149607,9910,404540
d,751,9248,0,0,0,0,693,809,115,0,0,6358,1910,9127,3779098,2925,551,-1933,34635,-256656,-27082,9900,409502
d,578,9364,57,0,0,0,462,462,0,0,5202,4624,1725,8758,3763042,3175,-7619,2836,32952,-280758,33010,9898,398897
d,1222,8777,0,0,0,0,1055,388,0,0,0,8333,3078,9742,3553153,4687,1384,-3268,-387203,-175171,-163603,9905,389229
d,880,9119,0,0,0,0,1446,566,0,62,1257,5031,1440,8852,3821222,2760,754,-2855,99971,-240831,-110486,9891,403056
d,1294,8705,0,0,0,0,1764,882,58,0,1764,8823,4161,9855,3464585,5106,1318,-5305,113945,-426985,80889,9902,388150
d,1500,8500,0,0,0,0,1062,375,125,0,625,7500,2075,9836,3610167,3649,1183,-3806,-50366,-220485,155885,9886,400138
d,647,9352,0,0,0,0,1223,575,215,215,719,7913,602,9826,4050219,2329,924,-3963,37662,-121937,-35827,9892,417263
d,487,9512,0,0,0,0,914,792,121,0,1829,3658,920,9727,3965042,2472,599,-2303,122487,-266072,85206,9906,413525
d,606,9393,0,0,0,0,1272,969,121,0,1818,3030,1095,8910,3809643,2967,775,-2414,131595,-325198,-15870,9901,409664
d,804,9195,0,0,0,0,977,747,57,0,2298,1149,2861,9822,3660516,3793,642,-3894,-53989,-297969,-65098,9906,402271
d,639,9360,0,0,0,0,755,174,0,0,1162,5813,1089,8257,3937185,2986,240,-1930,-97510,-127393,-219674,9905,407583
d,794,9205,0,0,0,0,794,529,132,66,2649,3311,1219,8809,3726259,3573,634,-3080,-247779,-341814,193640,9904,407741
d,1586,8413,0,0,0,0,1586,965,137,0,5517,10344,1699,9146,3671801,4036,1855,-1488,-212558,-438079,-47768,9889,407244
d,2374,7625,0,0,0,0,1438,935,143,0,2158,8633,2296,9116,3762091,4690,1295,-4054,13920,-427571,196568,9884,406422
d,705,8589,705,0,0,0,961,576,128,64,3846,1282,1266,8915,3890920,5068,20,-5274,265949,-118222,113347,9876,410983
d,2052,7947,0,0,0,0,2516,1788,397,331,7947,13245,2037,8806,3716805,4766,1697,-4069,-409349,-703307,100691,9896,405193
d,2437,7562,0,0,0,0,1312,1312,62,0,4375,7500,2300,8408,3673092,4799,531,-3384,-458887,-525103,-316463,9912,391569
d,1592,8407,0,0,0,0,1273,1019,63,0,3184,9554,1532,9667,4158842,4024,962,-4512,-296578,-407176,-295972,9896,401220
d,892,9107,0,0,0,0,1309,833,119,59,3571,4761,1405,9538,3770916,3603,58,-2932,-283082,-558875,-317962,9909,406017
d,555,9444,0,0,0,0,888,388,111,0,2222,1666,600,9490,4052735,2918,150,-1928,-109431,-348911,-253401,9909,419758
d,384,9615,0,0,0,0,109,384,0,0,1098,2197,378,9911,4474549,1984,-5343,5849,-108785,-55727,-322800,9916,427566
d,424,9575,0,0,0,0,424,727,0,0,606,1212,416,9250,3982761,2488,177,-1041,-17561,-320530,-264933,9899,416726
d,670,9329,0,0,0,0,792,609,121,0,609,5487,794,8966,3963339,1883,680,-2186,-69139,-580564,410708,9906,406444
d,328,9671,0,0,0,0,394,723,0,0,4605,5921,1640,9918,3385699,1523,-7854,4806,-59350,-447852,-217321,9895,410227
d,0,10000,0,0,0,0,600,533,0,0,0,0,0,9853,4204677,2350,-82,-2405,-238477,-271713,131332,9918,428407
d,519,9480,0,0,0,0,649,454,129,64,649,1298,477,9709,4367449,1855,-223,-2637,-90106,-162308,-105868,9885,421385
d,625,9375,0,0,0,0,1062,500,125,0,3750,5000,1026,9485,4732909,3931,-4565,3078,-13849,-196687,-278317,9900,414154
d,1794,8205,0,0,0,0,961,769,64,0,641,4487,1531,9801,3978902,3490,-118,-2523,-66319,-297984,120082,9902,411737
d,758,9241,0,0,0,0,620,758,137,137,2068,3448,697,9686,4367476,-647,98,-1766,96522,-136460,140011,9882,429271
e,639,9360,0,0,0,0,465,639,0,58,2325,581,819,9595,4050359,4613,473,-4238,-9667,97585,258267,9908,419986
e,800,9200,0,0,0,0,514,628,114,0,1714,4571,779,9877,4097800,3670,1106,-3702,89171,12187,281803,9903,419709
